"transaction_id","procedure_id","trans_group_id","trans_group_ar","trans_group_en","procedure_name_ar","procedure_name_en","instance_date","property_type_id","property_type_ar","property_type_en","property_sub_type_id","property_sub_type_ar","property_sub_type_en","property_usage_ar","property_usage_en","reg_type_id","reg_type_ar","reg_type_en","area_id","area_name_ar","area_name_en","building_name_ar","building_name_en","project_number","project_name_ar","project_name_en","master_project_en","master_project_ar","nearest_landmark_ar","nearest_landmark_en","nearest_metro_ar","nearest_metro_en","nearest_mall_ar","nearest_mall_en","rooms_ar","rooms_en","has_parking","procedure_area","actual_worth","meter_sale_price","rent_value","meter_rent_price","no_of_parties_role_1","no_of_parties_role_2","no_of_parties_role_3"
"1-11-2021-2352","11","1","مبايعات","Sales","بيع","Sell","15-02-2021","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","483","ورسان الرابعة","Warsan Fourth","بي أن أتش سمارت تاور 02","BNH Smart Tower 02",null,"","","International City Phase 3","المدينة العالمية - المرحلة الثالثة","","","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","استوديو","Studio","1","38.59","175000","4534.85",null,null,"1","1","0"
"1-110-2021-237","110","1","مبايعات","Sales","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","07-07-2021","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","330","مرسى دبي","Marsa Dubai","ترايدنت جراند ريزيدنس","TRIDENT GRAND RESIDENCE","208","ترايدنت جراند","TRIDENT GRAND","Dubai Marina","دبي مارينا","برج العرب","Burj Al Arab","مساكن شاطئ الجميرا","Jumeirah Beach Resdency","مارينا مول","Marina Mall","غرفتين","2 B/R","1","136.94","1720000","12560.25",null,null,"2","2","2"
"1-11-2023-21416","11","1","مبايعات","Sales","بيع","Sell","07-07-2023","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","410","نخلة جميرا","Palm Jumeirah","THE 8","THE 8","1617","ذا 8","THE 8","Palm Jumeirah","نخلة جميرا","برج العرب","Burj Al Arab","مينا السياحي","Mina Seyahi","مارينا مول","Marina Mall","غرفتين","2 B/R","1","124.22","4250000","34213.49",null,null,"1","1","0"
"1-11-2008-5675","11","1","مبايعات","Sales","بيع","Sell","13-11-2008","4","فيلا","Villa",null,"","","تجاري","Commercial","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","",null,"","","Meadows 6","السهول 6","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","","","0","1244.25","3285888","2640.86",null,null,"1","1","0"
"1-11-2009-219848","11","1","مبايعات","Sales","بيع","Sell","19-11-2009","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","330","مرسى دبي","Marsa Dubai","مارينا تيريس","MARINA TERRACE",null,"","","Dubai Marina","دبي مارينا","برج العرب","Burj Al Arab","مرسى دبي","Dubai Marina","مارينا مول","Marina Mall","غرفتين","2 B/R","1","172.34","1900000","11024.72",null,null,"1","1","0"
"1-11-2004-2523","11","1","مبايعات","Sales","بيع","Sell","15-12-2004","1","أرض","Land",null,"","","تجاري","Commercial","1","العقارات القائمة","Existing Properties","351","الثنيه الثالثة","Al Thanyah Third","","",null,"","","","","","","","","","","","","0","3162.91","6100000","1928.60",null,null,"1","1","0"
"1-11-2008-201657","11","1","مبايعات","Sales","بيع","Sell","07-04-2008","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","330","مرسى دبي","Marsa Dubai","لي ريف","Le Reve",null,"","","Dubai Marina","دبي مارينا","برج العرب","Burj Al Arab","مينا السياحي","Mina Seyahi","مارينا مول","Marina Mall","أربع غرف","4 B/R","1","566.71","11065297","19525.50",null,null,"1","1","0"
"1-110-2009-201508","110","1","مبايعات","Sales","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","10-08-2009","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","445","جبل علي الأولى","Jabal Ali First","MED 53","MED 53",null,"","","Discovery Gardens","الحدائق المكتشفة","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","برج هاربور","Harbour Tower","ابن بطوطة مول","Ibn-e-Battuta Mall","استوديو","Studio","0","49.00","395430","8070.00",null,null,"2","2","2"
"1-102-2007-17999","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","13-04-2009","3","وحدة","Unit","42","مكتب","Office","تجاري","Commercial","0","على الخارطة","Off-Plan Properties","526","الخليج التجارى","Business Bay","Tamani Arts Office","Tamani Arts Office","22","مكاتب تماني للفنون","TAMANI ARTS OFFICES","Business Bay","الخليج التجاري","وسط مدينة دبي","Downtown Dubai","محطة مترو بوج خليفة دبي مول","Buj Khalifa Dubai Mall Metro Station","مول دبي","Dubai Mall","مكتب","Office","1","29.20","1297421","44432.23",null,null,"1","1","0"
"1-102-2013-10485","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","12-11-2013","3","وحدة","Unit","101","شقة فندقية","Hotel Apartment","ضيافة","Hospitality ","0","على الخارطة","Off-Plan Properties","390","برج خليفة","Burj Khalifa","العنوان فاونتن فيوز رزيدنسز - البرج 2","Address Fountain Views Residences - Tower 2","1336","إطلالات على نافورة العنوان II","THE ADDRESS RESIDENCE FOUNTAIN VIEWS II","Burj Khalifa","برج خليفة","وسط مدينة دبي","Downtown Dubai","محطة مترو بوج خليفة دبي مول","Buj Khalifa Dubai Mall Metro Station","مول دبي","Dubai Mall","غرفتين","2 B/R","1","126.89","3758888","29623.20",null,null,"1","1","0"
"1-11-2015-17207","11","1","مبايعات","Sales","بيع","Sell","17-11-2015","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","444","الحبيه الاولى","Al Hebiah First","فوكس هيل 7","FOX HILL 7",null,"","","Motor City","موتور ستي","موتور سيتي","Motor City","محطة مترو شرف دي جي","Sharaf Dg Metro Station","مول الإمارات","Mall of the Emirates","غرفة","1 B/R","1","152.92","1070000","6997.12",null,null,"1","1","0"
"1-11-2015-17918","11","1","مبايعات","Sales","بيع","Sell","07-12-2015","3","وحدة","Unit","42","مكتب","Office","تجاري","Commercial","1","العقارات القائمة","Existing Properties","350","الثنيه الخامسة","Al Thanyah Fifth","جميرا بزنس سنتر1","JUMEIRAH BUSINESS CENTRE 1","9","جميرا بزنس سنتر 1","JUMEIRAH BUSINESS CENTRE1","Jumeirah Lakes Towers"," ابراج بحيرات الجميرا","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","أبراج بحيرات جميرا","Jumeirah Lakes Towers","مارينا مول","Marina Mall","مكتب","Office","1","95.44","900000","9430.01",null,null,"1","1","0"
"1-41-2016-5004","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","27-10-2016","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","523","الحبية الثالثة","Al Hebiah Third","","","1411","دماك هيلز- بيلهام","DAMAC HILLS- PELHAM ","DAMAC HILLS","داماك هيليز","موتور سيتي","Motor City","","","","","","","0","296.94","2521950","8493.13",null,null,"1","1","0"
"3-9-2019-1991","9","3","هبات","Gifts","هبه","Grant","20-06-2019","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","526","الخليج التجارى","Business Bay","افانتي تاور","AVANTI TOWER","1506","أفانتي تاور","AVANTI TOWER","Business Bay","الخليج التجاري","وسط مدينة دبي","Downtown Dubai","محطة مترو الخليج التجاري","Business Bay Metro Station","مول دبي","Dubai Mall","غرفتين","2 B/R","1","123.23","1541607","12510.00",null,null,"1","1","0"
"3-9-2021-1066","9","3","هبات","Gifts","هبه","Grant","28-04-2021","3","وحدة","Unit","42","مكتب","Office","تجاري","Commercial","1","العقارات القائمة","Existing Properties","350","الثنيه الخامسة","Al Thanyah Fifth","ارمادا 2","ARMADA 2","1260","أبراج أرمادا","ARMADA TOWERS","Jumeirah Lakes Towers"," ابراج بحيرات الجميرا","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","محطة مترو مارينا مول","Marina Mall Metro Station","مارينا مول","Marina Mall","مكتب","Office","1","76.03","432065","5682.82",null,null,"1","1","0"
"1-41-2022-583","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","12-01-2022","1","أرض","Land",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","451","الحبيه الخامسة","Al Hebiah Fifth","","","2316","داماك لاجونز - سانتوريني (1)","DAMAC LAGOONS - SANTORINI (1)","DAMAC Lagoons","داماك لاغون","","","","","","","","","0","144.00","1666000","11569.44",null,null,"1","1","0"
"1-102-2022-1868","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","19-01-2022","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","445","جبل علي الأولى","Jabal Ali First","بريم ريزيدنسي 3","Prime Residency 3","2276","بريم ريزيدنسي 3","Prime Residency 3","Al Furjan","الفرجان","موقع إكسبو 2020","Expo 2020 Site","محطة مترو ابن بطوطة","Ibn Battuta Metro Station","ابن بطوطة مول","Ibn-e-Battuta Mall","استوديو","Studio","1","36.90","405828","10998.05",null,null,"1","2","0"
"1-110-2011-1325","110","1","مبايعات","Sales","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","21-06-2011","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","442","البرشاء جنوب الخامسة","Al Barsha South Fifth","","",null,"","","Jumeirah Village Triangle","قرية جميرا المثلثة","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","","","0","623.42","1487200","2385.55",null,null,"2","2","2"
"2-13-2011-4538","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","08-09-2011","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","414","البرشاء جنوب الثانية","Al Barshaa South Second","الابراج الثلاثة B-2","Three Towers B-2",null,"","","Dubiotech","دبيوتك","موتور سيتي","Motor City","محطة مترو بنك أبوظبي الأول","First Abu Dhabi Bank Metro Station","مول الإمارات","Mall of the Emirates","غرفتين","2 B/R","1","138.27","613513","4437.07",null,null,"1","1","0"
"1-11-2010-1930","11","1","مبايعات","Sales","بيع","Sell","22-02-2010","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","445","جبل علي الأولى","Jabal Ali First","MOG 207","MOG 207",null,"","","Discovery Gardens","الحدائق المكتشفة","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","برج هاربور","Harbour Tower","ابن بطوطة مول","Ibn-e-Battuta Mall","استوديو","Studio","0","47.00","628000","13361.70",null,null,"1","1","0"
"1-11-2012-4266","11","1","مبايعات","Sales","بيع","Sell","14-03-2012","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","232","مردف","Mirdif","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","924.57","4750000","5137.52",null,null,"3","1","0"
"1-11-2012-14292","11","1","مبايعات","Sales","بيع","Sell","01-08-2012","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","330","مرسى دبي","Marsa Dubai","المرجان","AL Murjan",null,"","","Dubai Marina","دبي مارينا","برج العرب","Burj Al Arab","ابراج مارينا","Marina Towers","مارينا مول","Marina Mall","غرفتين","2 B/R","1","157.47","2300000","14605.96",null,null,"1","1","0"
"1-11-2012-20471","11","1","مبايعات","Sales","بيع","Sell","29-10-2012","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","330","مرسى دبي","Marsa Dubai","برج بوتانيكا-1","BOTANICA TOWER-1","297","بوتانيكا","BOTANICA","Dubai Marina","دبي مارينا","برج العرب","Burj Al Arab","مرسى دبي","Dubai Marina","مارينا مول","Marina Mall","غرفة","1 B/R","1","77.39","1119159","14461.29",null,null,"1","2","0"
